Timbalan Yang di-Pertua,Dato' Dr. Ramli bin Dato' Mohd Nor
Tuan Lee Chuan How,Ipoh Timor
Timbalan Perdana Menteri dan Menteri Kemajuan Desa dan Wilayah,Dato' Seri Dr. Ahmad Zahid bin Hamidi
Tuan Nurul Amin bin Hamid,Padang Terap
Tuan Syed Saddiq bin Syed Abdul Rahman,Muar
Dato' Dr. Haji. Alias bin Razak,Kuala Nerus
Timbalan Perdana Menteri dan Menteri Peralihan Tenaga dan Transformasi Air,Dato' Sri Haji Fadillah bin Haji Yusof
Dato’ Siti Zailah binti Mohd Yusoff,Rantau Panjang
Dato’ Mohd Isam bin Mohd Isa,Tampin
Tuan Chong Zhemin,Kampar
Menteri Kewangan (II),Datuk Seri Amir Hamzah Azizan
Datuk Ahmad Amzad bin Mohamed @ Hashim,Kuala Terengganu
Tuan Haji Ahmad Fadhli bin Shaari,Pasir Mas
Datuk Seri Ir. Dr. Wee Ka Siong,Ayer Hitam
Tuan Ir. Ts. Haji Khairil Nizam bin Khirudin,Jerantut
Dato’ Azman bin Nasrudin,Padang Serai
Puan Rodiyah binti Sapiee,Batang Sadong
Tuan Shaharizukirnain bin Abd Kadir,Setiu
Datuk Wira Hajah Mas Ermieyati binti Haji Samsudin,Masjid Tanah
Timbalan Menteri Dalam Negeri,Datuk Seri Dr. Shamsul Anuar bin Haji Nasarah
Dato’ Haji Shamshulkahar bin Mohd Deli,Jempol
Dato Dr. Richard Rapu @ Aman anak Begri,Betong
Tuan Lim Guan Eng,Bagan
Puan Isnaraissah Munirah binti Majilis @ Fakharudy,Kota Belud
Tuan Muhammad Fawwaz bin Mohamad Jan,Permatang Pauh
Menteri Pembangunan Wanita, Keluarga dan Masyarakat,Dato’ Sri Hajah Nancy binti Shukri
Tuan Haji Manndzri bin Haji Nasib,Tenggara
Menteri Luar Negeri,Dato’ Seri Utama Haji Mohamad bin Haji Hasan
Tuan Yang di-Pertua,Tuan Yang di-Pertua
Dato’ Sri Tuan Ibharim bin Tuan Man,Kubang Kerian
Menteri Sumber Asli dan Kelestarian Alam,Tuan Nik Nazmi bin Nik Ahmad
Tuan Prabakaran a/l M Parameswaran,Batu
Datuk Seri Dr. Ronald Kiandee,Beluran
Timbalan Menteri Peralihan Tenaga dan Transformasi Air,Tuan Haji Akmal Nasrullah bin Mohd Nasir
Dato’ Seri Amirudin bin Shari,Gombak
Datuk Seri Utama Ir. Hasni bin Mohammad,Simpang Renggam
Puan Hajah Rodziah binti Ismail,Ampang
Menteri Pendidikan Tinggi,Dato’ Seri Diraja Dr. Zambry bin Abd Kadir
Tuan Kamal bin Ashaari,Kuala Krau
Dato’ Haji Mohd Suhaimi bin Haji Abdullah,Langkawi
Timbalan Menteri Pengangkutan,Datuk Haji Hasbi bin Haji Habibollah
Tuan Haji Onn bin Abu Bakar,Batu Pahat
Timbalan Menteri di Jabatan Perdana Menteri (Undang-undang dan Reformasi Institusi),Tuan M. Kulasegaran a/l V. Murugeson
Timbalan Menteri Sains, Teknologi dan Inovasi,Dato' Haji Mohammad Yusof bin Apdal
Menteri Perpaduan Negara,Datuk Aaron Ago anak Dagang
Datuk Dr. Ahmad Marzuk bin Shaary,Pengkalan Chepa
Timbalan Menteri Kerja Raya,Datuk Seri Haji Ahmad bin Haji Maslan
Dato’ Verdon bin Bahanda,Kudat
Tuan Jimmy Puah Wee Tse,Tebrau
Tuan Haji Abdul Latiff bin Abdul Rahman,Kuala Krai
Datuk Matbali bin Musah,Sipitang
Dato' Muhammad Bakhtiar bin Wan Chik,Balik Pulau
Tuan Ir. Haji Yusuf bin Abd Wahab,Tanjong Manis
Datuk Hajah Siti Aminah binti Aching,Beaufort
Timbalan Yang di-Pertua,Puan Alice Lau Kiong Yieng
Menteri Dalam Negeri,Datuk Seri Saifuddin Nasution bin Ismail
Datuk Seri Takiyuddin bin Hassan,Kota Bharu
Tuan Sanisvara Nethaji Rayer a/l Rajaji,Jelutong
Tuan Syed Ibrahim bin Syed Noh,Ledang
Dr. Mohammed Taufiq bin Johari,Sungai Petani
Tuan Syahredzan bin Johan,Bangi
Tuan Ir. Ts. Zahir bin Hassan,Wangsa Maju
Dato’ Indera Mohd Shahar bin Abdullah,Paya Besar
Datuk Wan Saifulruddin bin Wan Jan,Tasek Gelugor
Dato’ Seri Dr. Shahidan bin Kassim,Arau
Tuan Wan Ahmad Fayhsal bin Wan Ahmad Kamal,Machang
Datuk Che Mohamad Zulkifly bin Jusoh,Besut
Menteri Pelaburan, Perdagangan dan Industri,Datuk Seri Utama Tengku Zafrul bin Tengku Abdul Aziz
Dato' Wira Dr. Ku Abd Rahman bin Ku Ismail,Kubang Pasu
Tuan Rushdan bin Rusmi,Padang Besar
Dato’ Sri Ikmal Hisham bin Abdul Aziz,Tanah Merah
Puan Hajah Salamiah binti Mohd Nor,Temerloh
Menteri Pertahanan,Dato’ Seri Mohamed Khaled bin Nordin
Dato’ Khlir bin Mohd Nor,Ketereh
Dato' Ngeh Koo Ham,Beruas
Dato’ Hajah Mumtaz binti Md Nawi,Tumpat
Dr. Hajah Halimah Ali,Kapar
Datuk Willie anak Mongin,Puncak Borneo
