Timbalan Yang di-Pertua Puan Alice Lau Kiong Yieng,Lanang
Tuan Tan Kok Wai,Cheras
Timbalan Menteri Ekonomi Dato Hajjah Hanifah Hajar Taib,Mukah
Datuk Haji Awang bin Hashim,Pendang
Tuan Wan Razali bin Wan Nor,Kuantan
Timbalan Menteri Kemajuan Desa dan Wilayah Datuk Hajah Rubiah binti Wang,Kota Samarahan
Dato’ Mohd Isam bin Mohd Isa,Tampin
Tuan Ir. Haji Yusuf bin Abd Wahab,Tanjong Manis
Dato’ Sri Sh Mohmed Puzi bin Sh Ali,Pekan
Tuan Pang Hok Liong,Labis
Timbalan Menteri Pelaburan, Perdagangan dan Industri Tuan Liew Chin Tong,Iskandar Puteri
Datuk Che Mohamad Zulkifly bin Jusoh,Besut
Tuan Haji Muhammad Islahuddin bin Abas,Mersing
Menteri Belia dan Sukan Puan Hannah Yeoh Tseow Suan,Segambut
Tuan Haji Onn bin Abu Bakar,Batu Pahat
Tuan Ganabatirau a/l Veraman,Klang
Menteri Kesihatan Datuk Seri Haji Dr. Dzulkefly bin Ahmad,Kuala Selangor
Dato’ Dr. Zulkafperi bin Hanapi,Tanjong Karang
Datuk Seri Ir. Dr. Wee Ka Siong,Ayer Hitam
Timbalan Menteri Kerja Raya Datuk Seri Haji Ahmad bin Haji Maslan,Pontian
Tuan Roslan bin Hashim,Kulim-Bandar Baharu
Tuan Wan Ahmad Fayhsal bin Wan Ahmad Kamal,Machang
Timbalan Menteri Komunikasi Puan Teo Nie Ching,Kulai
Tuan Fong Kui Lun,Bukit Bintang
Tuan Mohamad Shafizan Haji Kepli,Batang Lupar
Timbalan Menteri Pertanian dan Keterjaminan Makanan Datuk Arthur Joseph Kurup,Pensiangan
Dato’ Hajah Mumtaz binti Md Nawi,Tumpat
Dato’ Rosol bin Wahid,Hulu Terengganu
Menteri Perumahan dan Kerajaan Tempatan Tuan Nga Kor Ming,Teluk Intan
Tuan Suhaizan bin Kaiat,Pulai
Tuan Chiew Choon Man,Miri
Timbalan Menteri Sumber Manusia Dato’ Sri Abdul Rahman bin Haji Mohamad,Lipis
Tuan Yang di-Pertua,Speaker
Tuan Haji Abdul Latiff bin Abdul Rahman,Kuala Krai
Timbalan Menteri di Jabatan Perdana Menteri (Undang-undang dan Reformasi Institusi) Tuan M. Kulasegaran,Ipoh Barat
Timbalan Menteri Pendidikan Tuan Wong Kah Woh,Taiping
Menteri Dalam Negeri Datuk Seri Saifuddin Nasution bin Ismail,Senator
Datuk Seri Takiyuddin bin Hassan,Kota Bharu
Tuan Sanisvara Nethaji Rayer a/l Rajaji,Jelutong
Tuan Haji Ahmad Fadhli bin Shaari,Pasir Mas
Dato’ Seri Dr. Shahidan bin Kassim,Arau
Menteri Kewangan (II) Datuk Seri Amir Hamzah Azizan,Senator
Datuk Dr. Radzi bin Jidin,Putrajaya
Tuan Khoo Poay Tiong,Kota Melaka
Dato’ Sri Saifuddin bin Abdullah,Indera Mahkota
Timbalan Perdana Menteri dan Menteri Kemajuan Desa dan Wilayah Dato’ Seri Dr. Ahmad Zahid bin Hamidi,Bagan Datuk
Tuan Ahmad Tarmizi bin Sulaiman,Sik
Timbalan Yang di-Pertua Dato’ Dr. Ramli bin Dato’ Mohd Nor,Cameron Highlands
Timbalan Perdana Menteri dan Menteri Peralihan Tenaga dan Transformasi Air Dato’ Sri Haji Fadillah bin Haji Yusof,Petra Jaya
Tuan Wong Chen,Subang
Kapten Azahari bin Hasan,Padang Rengas
Dato’ Azman bin Nasrudin,Padang Serai
Dato' Wira Dr. Ku Abd Rahman bin Ku Ismail,Kubang Pasu
Menteri Pengangkutan Tuan Loke Siew Fook,Seremban
Dr. Haji Abd Ghani bin Ahmad,Jerlun
Dato’ Haji Mohd Suhaimi bin Haji Abdullah,Langkawi
Dato' Verdon bin Bahanda,Kudat
Tuan Kamal bin Ashaari,Kuala Krau
Dato’ Siti Zailah binti Mohd Yusoff,Rantau Panjang
Menteri Pertanian dan Keterjaminan Makanan Datuk Seri Haji Mohamad bin Sabu,Kota Raja
Tuan Haji Azli bin Yusof,Shah Alam
Datuk Seri Dr. Ronald Kiandee,Beluran
Datuk Muslimin bin Yahaya,Sungai Besar
Dato’ Seri Hamzah bin Zainudin,Larut
Tuan Kalam bin Salan,Sabak Bernam
Tuan Haji Mohd Misbahul Munir bin Masduki,Parit Buntar
Puan Hajah Rodziah binti Ismail,Ampang
Tuan Syed Ibrahim bin Syed Noh,Ledang
Tuan Haji Aminolhuda bin Hassan,Sri Gading
Datuk Dr. Ahmad Marzuk bin Shaary,Pengkalan Chepa
Menteri Ekonomi Dato’ Seri Mohd Rafizi bin Ramli,Pandan
Dato’ Indera Mohd Shahar bin Abdullah,Paya Besar
Puan Hajah Salamiah binti Mohd Nor,Temerloh
Tuan Jimmy Puah Wee Tse,Tebrau
Dr. Hajah Halimah Ali,Kapar
Menteri Luar Negeri Dato’ Seri Utama Haji Mohamad bin Haji Hasan,Rembau
Datuk Andi Muhammad Suryady bin Bandy,Kalabakan
Tuan Lee Chuan How,Ipoh Timor
Puan Teresa Kok Suh Sim,Seputeh
Tuan Afnan Hamimi bin Dato' Haji Taib Azamudden,Alor Setar
Tuan Syahredzan bin Johan,Bangi
Dato’ Muhammad Bakhtiar bin Wan Chik,Balik Pulau
